student_id,week_number,month,total_classes,attended_classes,percentage
126,11,October,24,18,75.0
126,12,October,24,19,79.17
126,13,November,21,17,80.95
126,14,November,21,17,80.95
127,1,August,25,22,88.0
127,2,August,21,19,90.48
127,3,August,24,23,95.83
127,4,August,20,19,95.0
127,5,September,21,20,95.24
127,6,September,19,18,94.74
127,7,September,21,20,95.24
127,8,September,25,24,96.0
127,9,October,24,23,95.83
127,10,October,20,19,95.0
127,11,October,20,19,95.0
127,12,October,19,18,94.74
127,13,November,23,21,91.3
127,14,November,20,19,95.0
128,1,August,20,18,90.0
128,2,August,20,17,85.0
128,3,August,19,16,84.21
128,4,August,20,18,90.0
128,5,September,23,20,86.96
128,6,September,19,18,94.74
128,7,September,24,21,87.5
128,8,September,23,20,86.96
128,9,October,20,18,90.0
128,10,October,23,21,91.3
128,11,October,21,18,85.71
128,12,October,24,22,91.67
128,13,November,19,16,84.21
128,14,November,18,15,83.33
129,1,August,25,23,92.0
129,2,August,19,17,89.47
129,3,August,19,17,89.47
129,4,August,21,19,90.48
129,5,September,21,20,95.24
129,6,September,21,19,90.48
129,7,September,25,23,92.0
129,8,September,25,23,92.0
129,9,October,21,19,90.48
129,10,October,25,23,92.0
129,11,October,23,21,91.3
129,12,October,20,18,90.0
129,13,November,23,21,91.3
129,14,November,19,17,89.47
130,1,August,18,15,83.33
130,2,August,21,17,80.95
130,3,August,21,16,76.19
130,4,August,21,16,76.19
130,5,September,24,18,75.0
130,6,September,23,18,78.26
130,7,September,25,18,72.0
130,8,September,25,17,68.0
130,9,October,25,16,64.0
130,10,October,24,14,58.33
130,11,October,19,12,63.16
130,12,October,23,14,60.87
130,13,November,24,14,58.33
130,14,November,20,11,55.0
131,1,August,21,19,90.48
131,2,August,21,18,85.71
131,3,August,22,19,86.36
131,4,August,21,18,85.71
131,5,September,20,17,85.0
131,6,September,21,17,80.95
131,7,September,18,15,83.33
131,8,September,21,18,85.71
131,9,October,21,18,85.71
131,10,October,22,18,81.82
131,11,October,24,21,87.5
131,12,October,22,19,86.36
131,13,November,18,16,88.89
131,14,November,18,15,83.33
132,1,August,20,18,90.0
132,2,August,23,20,86.96
132,3,August,21,19,90.48
132,4,August,23,20,86.96
132,5,September,24,21,87.5
132,6,September,19,17,89.47
132,7,September,24,22,91.67
132,8,September,25,21,84.0
132,9,October,18,16,88.89
132,10,October,23,21,91.3
132,11,October,23,20,86.96
132,12,October,24,21,87.5
132,13,November,24,21,87.5
132,14,November,18,16,88.89
133,1,August,23,19,82.61
133,2,August,21,17,80.95
133,3,August,22,17,77.27
133,4,August,19,15,78.95
133,5,September,23,18,78.26
133,6,September,24,17,70.83
133,7,September,18,13,72.22
133,8,September,24,16,66.67
133,9,October,19,13,68.42
133,10,October,25,16,64.0
133,11,October,22,14,63.64
133,12,October,18,11,61.11
133,13,November,18,11,61.11
133,14,November,25,15,60.0
134,1,August,22,19,86.36
134,2,August,20,18,90.0
134,3,August,25,23,92.0
134,4,August,23,20,86.96
134,5,September,22,20,90.91
134,6,September,23,21,91.3
134,7,September,20,18,90.0
134,8,September,22,20,90.91
134,9,October,20,19,95.0
134,10,October,21,19,90.48
134,11,October,25,23,92.0
134,12,October,22,20,90.91
134,13,November,23,21,91.3
134,14,November,24,21,87.5
135,1,August,23,21,91.3
135,2,August,25,21,84.0
135,3,August,21,17,80.95
135,4,August,21,17,80.95
135,5,September,19,14,73.68
135,6,September,21,16,76.19
135,7,September,22,16,72.73
135,8,September,25,19,76.0
135,9,October,23,16,69.57
135,10,October,20,14,70.0
135,11,October,19,12,63.16
135,12,October,23,15,65.22
135,13,November,22,14,63.64
135,14,November,18,10,55.56
136,1,August,18,16,88.89
136,2,August,21,18,85.71
136,3,August,18,16,88.89
136,4,August,24,20,83.33
136,5,September,18,15,83.33
136,6,September,21,18,85.71
136,7,September,22,19,86.36
136,8,September,25,21,84.0
136,9,October,24,21,87.5
136,10,October,19,16,84.21
136,11,October,20,17,85.0
136,12,October,20,17,85.0
136,13,November,23,20,86.96
136,14,November,24,20,83.33
137,1,August,25,21,84.0
137,2,August,23,19,82.61
137,3,August,21,17,80.95
137,4,August,24,20,83.33
137,5,September,23,19,82.61
137,6,September,25,21,84.0
137,7,September,18,15,83.33
137,8,September,22,18,81.82
137,9,October,23,18,78.26
137,10,October,23,18,78.26
137,11,October,22,18,81.82
137,12,October,19,15,78.95
137,13,November,25,20,80.0
137,14,November,19,15,78.95
138,1,August,19,12,63.16
138,2,August,19,12,63.16
138,3,August,22,14,63.64
138,4,August,19,13,68.42
138,5,September,18,13,72.22
138,6,September,20,15,75.0
138,7,September,22,16,72.73
138,8,September,22,16,72.73
138,9,October,19,15,78.95
138,10,October,20,15,75.0
138,11,October,21,18,85.71
138,12,October,21,17,80.95
138,13,November,24,20,83.33
138,14,November,24,21,87.5
139,1,August,24,20,83.33
139,2,August,19,15,78.95
139,3,August,22,17,77.27
139,4,August,23,17,73.91
139,5,September,20,14,70.0
139,6,September,18,12,66.67
139,7,September,20,12,60.0
139,8,September,23,13,56.52
139,9,October,20,11,55.0
139,10,October,19,10,52.63
139,11,October,25,13,52.0
139,12,October,20,9,45.0
139,13,November,22,10,45.45
139,14,November,23,9,39.13
140,1,August,23,20,86.96
140,2,August,24,21,87.5
140,3,August,24,21,87.5
140,4,August,21,18,85.71
140,5,September,18,15,83.33
140,6,September,19,16,84.21
140,7,September,18,15,83.33
140,8,September,20,17,85.0
140,9,October,21,18,85.71
140,10,October,22,18,81.82
140,11,October,20,17,85.0
140,12,October,24,20,83.33
140,13,November,20,18,90.0
140,14,November,23,20,86.96
141,1,August,22,13,59.09
141,2,August,18,11,61.11
141,3,August,18,12,66.67
141,4,August,18,12,66.67
141,5,September,19,13,68.42
141,6,September,19,13,68.42
141,7,September,22,16,72.73
141,8,September,25,19,76.0
141,9,October,19,15,78.95
141,10,October,19,15,78.95
141,11,October,21,16,76.19
141,12,October,19,16,84.21
141,13,November,24,20,83.33
141,14,November,24,21,87.5
142,1,August,21,13,61.9
142,2,August,22,14,63.64
142,3,August,22,14,63.64
142,4,August,20,13,65.0
142,5,September,25,17,68.0
142,6,September,22,15,68.18
142,7,September,23,16,69.57
142,8,September,19,14,73.68
142,9,October,19,14,73.68
142,10,October,25,20,80.0
142,11,October,18,14,77.78
142,12,October,20,16,80.0
142,13,November,21,18,85.71
142,14,November,20,16,80.0
143,1,August,22,20,90.91
143,2,August,19,17,89.47
143,3,August,18,16,88.89
143,4,August,20,17,85.0
143,5,September,21,19,90.48
143,6,September,22,19,86.36
143,7,September,24,21,87.5
143,8,September,25,22,88.0
143,9,October,25,22,88.0
143,10,October,21,19,90.48
143,11,October,24,21,87.5
143,12,October,21,18,85.71
143,13,November,21,18,85.71
143,14,November,20,18,90.0
144,1,August,22,19,86.36
144,2,August,24,20,83.33
144,3,August,24,20,83.33
144,4,August,20,15,75.0
144,5,September,23,17,73.91
144,6,September,24,19,79.17
144,7,September,24,18,75.0
144,8,September,20,15,75.0
144,9,October,20,14,70.0
144,10,October,19,13,68.42
144,11,October,20,13,65.0
144,12,October,25,17,68.0
144,13,November,19,12,63.16
144,14,November,22,14,63.64
145,1,August,22,14,63.64
145,2,August,20,13,65.0
145,3,August,24,16,66.67
145,4,August,22,14,63.64
145,5,September,18,13,72.22
145,6,September,19,13,68.42
145,7,September,19,14,73.68
145,8,September,20,15,75.0
145,9,October,20,16,80.0
145,10,October,21,17,80.95
145,11,October,19,15,78.95
145,12,October,18,15,83.33
145,13,November,23,20,86.96
145,14,November,22,19,86.36
146,1,August,20,18,90.0
146,2,August,24,21,87.5
146,3,August,22,20,90.91
146,4,August,25,24,96.0
146,5,September,19,18,94.74
146,6,September,18,17,94.44
146,7,September,18,17,94.44
146,8,September,18,17,94.44
146,9,October,22,21,95.45
146,10,October,22,20,90.91
146,11,October,25,23,92.0
146,12,October,25,23,92.0
146,13,November,24,22,91.67
146,14,November,21,19,90.48
147,1,August,19,16,84.21
147,2,August,18,15,83.33
147,3,August,24,22,91.67
147,4,August,23,20,86.96
147,5,September,23,21,91.3
147,6,September,19,16,84.21
147,7,September,22,19,86.36
147,8,September,18,16,88.89
147,9,October,21,19,90.48
147,10,October,23,20,86.96
147,11,October,19,17,89.47
147,12,October,23,20,86.96
147,13,November,20,18,90.0
147,14,November,18,16,88.89
148,1,August,19,17,89.47
148,2,August,23,19,82.61
148,3,August,18,15,83.33
148,4,August,25,20,80.0
148,5,September,20,16,80.0
148,6,September,20,15,75.0
148,7,September,25,19,76.0
148,8,September,20,14,70.0
148,9,October,20,14,70.0
148,10,October,21,15,71.43
148,11,October,25,17,68.0
148,12,October,18,12,66.67
148,13,November,23,14,60.87
148,14,November,18,11,61.11
149,1,August,20,13,65.0
149,2,August,21,15,71.43
149,3,August,22,16,72.73
149,4,August,18,14,77.78
149,5,September,21,16,76.19
149,6,September,18,14,77.78
149,7,September,21,18,85.71
149,8,September,18,15,83.33
149,9,October,25,21,84.0
149,10,October,19,16,84.21
149,11,October,18,16,88.89
149,12,October,19,17,89.47
149,13,November,19,18,94.74
149,14,November,21,20,95.24
150,1,August,21,19,90.48
150,2,August,18,17,94.44
150,3,August,20,18,90.0
150,4,August,19,17,89.47
150,5,September,25,22,88.0
150,6,September,20,18,90.0
150,7,September,18,16,88.89
150,8,September,22,20,90.91
150,9,October,23,21,91.3
150,10,October,24,22,91.67
150,11,October,21,18,85.71
150,12,October,20,18,90.0
150,13,November,22,19,86.36
150,14,November,25,22,88.0
151,1,August,25,21,84.0
151,2,August,23,20,86.96
151,3,August,24,19,79.17
151,4,August,25,21,84.0
151,5,September,23,19,82.61
151,6,September,20,17,85.0
151,7,September,19,16,84.21
151,8,September,21,18,85.71
151,9,October,22,19,86.36
151,10,October,24,20,83.33
151,11,October,25,22,88.0
151,12,October,24,21,87.5
151,13,November,23,19,82.61
151,14,November,19,16,84.21
152,1,August,19,16,84.21
152,2,August,21,19,90.48
152,3,August,19,16,84.21
152,4,August,24,20,83.33
152,5,September,22,18,81.82
152,6,September,22,19,86.36
152,7,September,22,19,86.36
152,8,September,24,21,87.5
152,9,October,25,21,84.0
152,10,October,22,20,90.91
152,11,October,20,18,90.0
152,12,October,20,18,90.0
152,13,November,18,15,83.33
152,14,November,22,19,86.36
153,1,August,18,15,83.33
153,2,August,25,21,84.0
153,3,August,25,21,84.0
153,4,August,20,17,85.0
153,5,September,20,16,80.0
153,6,September,23,19,82.61
153,7,September,22,19,86.36
153,8,September,18,15,83.33
153,9,October,24,21,87.5
153,10,October,20,17,85.0
153,11,October,24,20,83.33
153,12,October,24,20,83.33
153,13,November,22,18,81.82
153,14,November,19,16,84.21
154,1,August,22,18,81.82
154,2,August,24,19,79.17
154,3,August,21,16,76.19
154,4,August,19,15,78.95
154,5,September,20,15,75.0
154,6,September,23,17,73.91
154,7,September,19,13,68.42
154,8,September,20,14,70.0
154,9,October,22,15,68.18
154,10,October,24,16,66.67
154,11,October,21,13,61.9
154,12,October,18,12,66.67
154,13,November,19,12,63.16
154,14,November,23,14,60.87
155,1,August,23,21,91.3
155,2,August,23,21,91.3
155,3,August,23,21,91.3
155,4,August,22,21,95.45
155,5,September,20,18,90.0
155,6,September,24,22,91.67
155,7,September,24,22,91.67
155,8,September,19,17,89.47
155,9,October,21,19,90.48
155,10,October,25,23,92.0
155,11,October,18,17,94.44
155,12,October,24,22,91.67
155,13,November,21,19,90.48
155,14,November,25,24,96.0
156,1,August,20,18,90.0
156,2,August,20,17,85.0
156,3,August,22,18,81.82
156,4,August,24,19,79.17
156,5,September,25,19,76.0
156,6,September,24,18,75.0
156,7,September,18,14,77.78
156,8,September,24,18,75.0
156,9,October,21,15,71.43
156,10,October,21,14,66.67
156,11,October,21,14,66.67
156,12,October,21,13,61.9
156,13,November,18,11,61.11
156,14,November,21,14,66.67
157,1,August,18,15,83.33
157,2,August,18,15,83.33
157,3,August,22,19,86.36
157,4,August,21,18,85.71
157,5,September,21,18,85.71
157,6,September,23,20,86.96
157,7,September,24,21,87.5
157,8,September,19,17,89.47
157,9,October,18,15,83.33
157,10,October,24,21,87.5
157,11,October,23,21,91.3
157,12,October,23,20,86.96
157,13,November,19,17,89.47
157,14,November,25,23,92.0
158,1,August,24,20,83.33
158,2,August,24,20,83.33
158,3,August,19,15,78.95
158,4,August,23,17,73.91
158,5,September,23,18,78.26
158,6,September,25,19,76.0
158,7,September,18,13,72.22
158,8,September,21,15,71.43
158,9,October,20,14,70.0
158,10,October,23,15,65.22
158,11,October,21,14,66.67
158,12,October,19,12,63.16
158,13,November,18,11,61.11
158,14,November,19,12,63.16
159,1,August,21,19,90.48
159,2,August,20,16,80.0
159,3,August,23,19,82.61
159,4,August,22,18,81.82
159,5,September,18,15,83.33
159,6,September,22,16,72.73
159,7,September,25,18,72.0
159,8,September,25,18,72.0
159,9,October,18,12,66.67
159,10,October,23,16,69.57
159,11,October,23,14,60.87
159,12,October,23,14,60.87
159,13,November,24,14,58.33
159,14,November,23,13,56.52
160,1,August,25,21,84.0
160,2,August,22,19,86.36
160,3,August,23,18,78.26
160,4,August,18,14,77.78
160,5,September,25,18,72.0
160,6,September,23,16,69.57
160,7,September,18,12,66.67
160,8,September,21,13,61.9
160,9,October,18,11,61.11
160,10,October,18,9,50.0
160,11,October,18,9,50.0
160,12,October,25,12,48.0
160,13,November,24,11,45.83
160,14,November,19,9,47.37
161,1,August,25,22,88.0
161,2,August,19,17,89.47
161,3,August,20,18,90.0
161,4,August,20,18,90.0
161,5,September,19,17,89.47
161,6,September,18,16,88.89
161,7,September,23,21,91.3
161,8,September,22,19,86.36
161,9,October,20,18,90.0
161,10,October,24,21,87.5
161,11,October,21,19,90.48
161,12,October,21,19,90.48
161,13,November,21,18,85.71
161,14,November,18,16,88.89
162,1,August,19,16,84.21
162,2,August,25,21,84.0
162,3,August,21,19,90.48
162,4,August,19,16,84.21
162,5,September,20,17,85.0
162,6,September,19,16,84.21
162,7,September,18,15,83.33
162,8,September,20,17,85.0
162,9,October,19,16,84.21
162,10,October,19,16,84.21
162,11,October,23,20,86.96
162,12,October,20,17,85.0
162,13,November,24,19,79.17
162,14,November,20,17,85.0
163,1,August,21,18,85.71
163,2,August,20,17,85.0
163,3,August,23,20,86.96
163,4,August,22,20,90.91
163,5,September,18,16,88.89
163,6,September,22,20,90.91
163,7,September,23,20,86.96
163,8,September,22,20,90.91
163,9,October,25,21,84.0
163,10,October,20,18,90.0
163,11,October,22,19,86.36
163,12,October,19,17,89.47
163,13,November,24,21,87.5
163,14,November,20,17,85.0
164,1,August,20,16,80.0
164,2,August,20,17,85.0
164,3,August,25,22,88.0
164,4,August,25,21,84.0
164,5,September,24,20,83.33
164,6,September,19,16,84.21
164,7,September,18,16,88.89
164,8,September,19,16,84.21
164,9,October,20,18,90.0
164,10,October,24,21,87.5
164,11,October,18,15,83.33
164,12,October,25,21,84.0
164,13,November,23,21,91.3
164,14,November,24,21,87.5
165,1,August,23,19,82.61
165,2,August,23,18,78.26
165,3,August,18,14,77.78
165,4,August,20,16,80.0
165,5,September,21,16,76.19
165,6,September,21,16,76.19
165,7,September,22,16,72.73
165,8,September,18,13,72.22
165,9,October,23,16,69.57
165,10,October,25,17,68.0
165,11,October,22,15,68.18
165,12,October,21,14,66.67
165,13,November,20,12,60.0
165,14,November,25,16,64.0
166,1,August,21,13,61.9
166,2,August,22,15,68.18
166,3,August,22,14,63.64
166,4,August,18,12,66.67
166,5,September,25,17,68.0
166,6,September,23,17,73.91
166,7,September,19,14,73.68
166,8,September,21,16,76.19
166,9,October,25,18,72.0
166,10,October,18,14,77.78
166,11,October,22,16,72.73
166,12,October,23,18,78.26
166,13,November,25,21,84.0
166,14,November,22,18,81.82
167,1,August,19,15,78.95
167,2,August,21,17,80.95
167,3,August,19,15,78.95
167,4,August,18,15,83.33
167,5,September,22,18,81.82
167,6,September,20,16,80.0
167,7,September,19,16,84.21
167,8,September,22,18,81.82
167,9,October,23,19,82.61
167,10,October,24,19,79.17
167,11,October,24,19,79.17
167,12,October,18,15,83.33
167,13,November,25,21,84.0
167,14,November,25,21,84.0
168,1,August,25,21,84.0
168,2,August,19,16,84.21
168,3,August,19,14,73.68
168,4,August,19,14,73.68
168,5,September,22,16,72.73
168,6,September,18,12,66.67
168,7,September,18,12,66.67
168,8,September,19,12,63.16
168,9,October,22,13,59.09
168,10,October,25,13,52.0
168,11,October,25,11,44.0
168,12,October,22,11,50.0
168,13,November,23,10,43.48
168,14,November,22,9,40.91
169,1,August,20,18,90.0
169,2,August,24,21,87.5
169,3,August,22,19,86.36
169,4,August,20,17,85.0
169,5,September,24,21,87.5
169,6,September,21,18,85.71
169,7,September,23,20,86.96
169,8,September,19,16,84.21
169,9,October,20,17,85.0
169,10,October,22,19,86.36
169,11,October,22,20,90.91
169,12,October,24,22,91.67
169,13,November,22,18,81.82
169,14,November,25,21,84.0
170,1,August,24,22,91.67
170,2,August,18,16,88.89
170,3,August,18,16,88.89
170,4,August,21,18,85.71
170,5,September,24,22,91.67
170,6,September,18,16,88.89
170,7,September,25,22,88.0
170,8,September,22,19,86.36
170,9,October,23,21,91.3
170,10,October,18,16,88.89
170,11,October,19,16,84.21
170,12,October,25,22,88.0
170,13,November,23,20,86.96
170,14,November,24,22,91.67
171,1,August,24,22,91.67
171,2,August,25,24,96.0
171,3,August,21,20,95.24
171,4,August,25,23,92.0
171,5,September,22,20,90.91
171,6,September,25,23,92.0
171,7,September,24,23,95.83
171,8,September,19,18,94.74
171,9,October,25,24,96.0
171,10,October,23,22,95.65
171,11,October,19,18,94.74
171,12,October,23,22,95.65
171,13,November,20,19,95.0
171,14,November,25,24,96.0
172,1,August,21,17,80.95
172,2,August,25,20,80.0
172,3,August,24,19,79.17
172,4,August,21,16,76.19
172,5,September,19,15,78.95
172,6,September,18,13,72.22
172,7,September,23,16,69.57
172,8,September,21,15,71.43
172,9,October,23,16,69.57
172,10,October,18,11,61.11
172,11,October,23,16,69.57
172,12,October,21,13,61.9
172,13,November,23,13,56.52
172,14,November,20,13,65.0
173,1,August,25,24,96.0
173,2,August,22,21,95.45
173,3,August,23,21,91.3
173,4,August,23,20,86.96
173,5,September,24,23,95.83
173,6,September,18,17,94.44
173,7,September,19,17,89.47
173,8,September,21,19,90.48
173,9,October,18,17,94.44
173,10,October,23,21,91.3
173,11,October,24,22,91.67
173,12,October,24,22,91.67
173,13,November,18,16,88.89
173,14,November,23,20,86.96
174,1,August,23,21,91.3
174,2,August,22,20,90.91
174,3,August,22,20,90.91
174,4,August,21,19,90.48
174,5,September,23,21,91.3
174,6,September,24,22,91.67
174,7,September,20,18,90.0
174,8,September,23,20,86.96
174,9,October,20,18,90.0
174,10,October,18,16,88.89
174,11,October,24,21,87.5
174,12,October,18,16,88.89
174,13,November,21,19,90.48
174,14,November,22,20,90.91
175,1,August,20,17,85.0
175,2,August,21,18,85.71
175,3,August,21,19,90.48
175,4,August,23,20,86.96
175,5,September,21,18,85.71
175,6,September,19,17,89.47
175,7,September,20,17,85.0
175,8,September,22,19,86.36
175,9,October,25,23,92.0
175,10,October,20,17,85.0
175,11,October,22,19,86.36
175,12,October,22,18,81.82
175,13,November,25,22,88.0
175,14,November,22,19,86.36
176,1,August,22,20,90.91
176,2,August,20,18,90.0
176,3,August,18,15,83.33
176,4,August,25,22,88.0
176,5,September,23,20,86.96
176,6,September,18,17,94.44
176,7,September,24,21,87.5
176,8,September,24,21,87.5
176,9,October,21,19,90.48
176,10,October,18,16,88.89
176,11,October,23,20,86.96
176,12,October,22,19,86.36
176,13,November,21,18,85.71
176,14,November,22,19,86.36
177,1,August,22,14,63.64
177,2,August,20,13,65.0
177,3,August,18,13,72.22
177,4,August,19,14,73.68
177,5,September,22,15,68.18
177,6,September,20,15,75.0
177,7,September,18,13,72.22
177,8,September,19,15,78.95
177,9,October,21,17,80.95
177,10,October,19,16,84.21
177,11,October,19,16,84.21
177,12,October,20,18,90.0
177,13,November,23,20,86.96
177,14,November,25,22,88.0
178,1,August,23,20,86.96
178,2,August,24,21,87.5
178,3,August,24,20,83.33
178,4,August,22,18,81.82
178,5,September,22,19,86.36
178,6,September,18,14,77.78
178,7,September,19,16,84.21
178,8,September,24,20,83.33
178,9,October,19,16,84.21
178,10,October,24,20,83.33
178,11,October,24,21,87.5
178,12,October,24,20,83.33
178,13,November,22,19,86.36
178,14,November,23,19,82.61
179,1,August,22,18,81.82
179,2,August,18,15,83.33
179,3,August,23,20,86.96
179,4,August,20,17,85.0
179,5,September,25,20,80.0
179,6,September,24,20,83.33
179,7,September,22,19,86.36
179,8,September,21,19,90.48
179,9,October,24,20,83.33
179,10,October,20,17,85.0
179,11,October,22,19,86.36
179,12,October,24,21,87.5
179,13,November,19,17,89.47
179,14,November,18,15,83.33
180,1,August,18,15,83.33
180,2,August,20,16,80.0
180,3,August,22,17,77.27
180,4,August,21,15,71.43
180,5,September,19,14,73.68
180,6,September,23,15,65.22
180,7,September,21,13,61.9
180,8,September,24,14,58.33
180,9,October,19,10,52.63
180,10,October,18,10,55.56
180,11,October,24,12,50.0
180,12,October,23,11,47.83
180,13,November,22,9,40.91
180,14,November,21,8,38.1
181,1,August,18,16,88.89
181,2,August,18,15,83.33
181,3,August,24,21,87.5
181,4,August,18,15,83.33
181,5,September,19,17,89.47
181,6,September,20,19,95.0
181,7,September,18,16,88.89
181,8,September,24,21,87.5
181,9,October,22,20,90.91
181,10,October,24,21,87.5
181,11,October,23,19,82.61
181,12,October,22,20,90.91
181,13,November,23,20,86.96
181,14,November,19,16,84.21
182,1,August,25,21,84.0
182,2,August,22,19,86.36
182,3,August,22,19,86.36
182,4,August,20,17,85.0
182,5,September,22,18,81.82
182,6,September,18,15,83.33
182,7,September,25,21,84.0
182,8,September,21,17,80.95
182,9,October,23,19,82.61
182,10,October,25,21,84.0
182,11,October,18,16,88.89
182,12,October,21,18,85.71
182,13,November,18,16,88.89
182,14,November,24,20,83.33
183,1,August,22,18,81.82
183,2,August,19,14,73.68
183,3,August,22,18,81.82
183,4,August,23,18,78.26
183,5,September,18,13,72.22
183,6,September,24,19,79.17
183,7,September,25,18,72.0
183,8,September,18,12,66.67
183,9,October,23,15,65.22
183,10,October,18,12,66.67
183,11,October,22,14,63.64
183,12,October,23,15,65.22
183,13,November,22,13,59.09
183,14,November,25,15,60.0
184,1,August,24,23,95.83
184,2,August,19,18,94.74
184,3,August,19,18,94.74
184,4,August,19,18,94.74
184,5,September,20,18,90.0
184,6,September,18,17,94.44
184,7,September,20,19,95.0
184,8,September,25,24,96.0
184,9,October,23,22,95.65
184,10,October,19,18,94.74
184,11,October,24,22,91.67
184,12,October,18,17,94.44
184,13,November,24,23,95.83
184,14,November,21,20,95.24
185,1,August,19,17,89.47
185,2,August,22,19,86.36
185,3,August,20,16,80.0
185,4,August,18,14,77.78
185,5,September,23,17,73.91
185,6,September,22,15,68.18
185,7,September,23,15,65.22
185,8,September,23,14,60.87
185,9,October,25,16,64.0
185,10,October,21,13,61.9
185,11,October,20,10,50.0
185,12,October,21,10,47.62
185,13,November,22,11,50.0
185,14,November,19,8,42.11
186,1,August,18,14,77.78
186,2,August,24,19,79.17
186,3,August,23,17,73.91
186,4,August,20,14,70.0
186,5,September,18,13,72.22
186,6,September,19,14,73.68
186,7,September,23,15,65.22
186,8,September,18,12,66.67
186,9,October,22,15,68.18
186,10,October,21,12,57.14
186,11,October,18,10,55.56
186,12,October,23,14,60.87
186,13,November,18,9,50.0
186,14,November,22,12,54.55
187,1,August,18,11,61.11
187,2,August,22,14,63.64
187,3,August,22,15,68.18
187,4,August,22,14,63.64
187,5,September,20,13,65.0
187,6,September,24,16,66.67
187,7,September,19,13,68.42
187,8,September,25,19,76.0
187,9,October,25,18,72.0
187,10,October,22,16,72.73
187,11,October,21,17,80.95
187,12,October,20,16,80.0
187,13,November,18,14,77.78
187,14,November,24,19,79.17
188,1,August,19,17,89.47
188,2,August,18,16,88.89
188,3,August,19,17,89.47
188,4,August,20,19,95.0
188,5,September,22,20,90.91
188,6,September,19,18,94.74
188,7,September,18,17,94.44
188,8,September,18,16,88.89
188,9,October,20,18,90.0
188,10,October,23,21,91.3
188,11,October,24,22,91.67
188,12,October,19,17,89.47
188,13,November,24,21,87.5
188,14,November,19,17,89.47
189,1,August,21,17,80.95
189,2,August,23,18,78.26
189,3,August,21,16,76.19
189,4,August,24,18,75.0
189,5,September,24,17,70.83
189,6,September,23,14,60.87
189,7,September,19,12,63.16
189,8,September,20,12,60.0
189,9,October,19,10,52.63
189,10,October,18,9,50.0
189,11,October,20,9,45.0
189,12,October,18,7,38.89
189,13,November,18,6,33.33
189,14,November,22,8,36.36
190,1,August,23,21,91.3
190,2,August,22,21,95.45
190,3,August,23,22,95.65
190,4,August,25,23,92.0
190,5,September,24,23,95.83
190,6,September,21,19,90.48
190,7,September,22,21,95.45
190,8,September,23,22,95.65
190,9,October,25,23,92.0
190,10,October,21,19,90.48
190,11,October,21,20,95.24
190,12,October,24,22,91.67
190,13,November,18,18,100.0
190,14,November,23,21,91.3
191,1,August,18,16,88.89
191,2,August,24,22,91.67
191,3,August,22,20,90.91
191,4,August,21,18,85.71
191,5,September,21,18,85.71
191,6,September,24,21,87.5
191,7,September,25,22,88.0
191,8,September,25,22,88.0
191,9,October,20,17,85.0
191,10,October,19,17,89.47
191,11,October,18,16,88.89
191,12,October,20,17,85.0
191,13,November,22,20,90.91
191,14,November,18,17,94.44
192,1,August,20,17,85.0
192,2,August,23,19,82.61
192,3,August,21,17,80.95
192,4,August,21,18,85.71
192,5,September,18,15,83.33
192,6,September,19,15,78.95
192,7,September,24,20,83.33
192,8,September,21,19,90.48
192,9,October,21,18,85.71
192,10,October,21,17,80.95
192,11,October,25,21,84.0
192,12,October,24,20,83.33
192,13,November,18,16,88.89
192,14,November,18,16,88.89
193,1,August,25,22,88.0
193,2,August,23,21,91.3
193,3,August,19,18,94.74
193,4,August,24,23,95.83
193,5,September,20,18,90.0
193,6,September,25,24,96.0
193,7,September,19,17,89.47
193,8,September,21,19,90.48
193,9,October,21,20,95.24
193,10,October,21,20,95.24
193,11,October,22,20,90.91
193,12,October,25,24,96.0
193,13,November,25,23,92.0
193,14,November,21,19,90.48
194,1,August,21,18,85.71
194,2,August,23,20,86.96
194,3,August,19,15,78.95
194,4,August,18,15,83.33
194,5,September,19,16,84.21
194,6,September,18,15,83.33
194,7,September,22,18,81.82
194,8,September,22,18,81.82
194,9,October,21,18,85.71
194,10,October,23,19,82.61
194,11,October,19,16,84.21
194,12,October,23,19,82.61
194,13,November,23,19,82.61
194,14,November,20,17,85.0
195,1,August,24,22,91.67
195,2,August,22,19,86.36
195,3,August,20,19,95.0
195,4,August,25,24,96.0
195,5,September,24,23,95.83
195,6,September,25,23,92.0
195,7,September,18,16,88.89
195,8,September,24,22,91.67
195,9,October,24,21,87.5
195,10,October,20,19,95.0
195,11,October,25,23,92.0
195,12,October,21,19,90.48
195,13,November,20,18,90.0
195,14,November,23,21,91.3
196,1,August,18,17,94.44
196,2,August,23,21,91.3
196,3,August,18,17,94.44
196,4,August,25,23,92.0
196,5,September,18,16,88.89
196,6,September,22,21,95.45
196,7,September,25,23,92.0
196,8,September,21,18,85.71
196,9,October,19,18,94.74
196,10,October,21,20,95.24
196,11,October,22,20,90.91
196,12,October,22,20,90.91
196,13,November,23,21,91.3
196,14,November,22,20,90.91
197,1,August,24,20,83.33
197,2,August,23,19,82.61
197,3,August,22,18,81.82
197,4,August,20,16,80.0
197,5,September,22,17,77.27
197,6,September,24,18,75.0
197,7,September,20,15,75.0
197,8,September,21,15,71.43
197,9,October,25,17,68.0
197,10,October,25,17,68.0
197,11,October,22,14,63.64
197,12,October,25,16,64.0
197,13,November,24,15,62.5
197,14,November,20,12,60.0
