student_id,subject_name,exam_type,max_marks,obtained_marks,attempt_number
144,Data Structures,FINAL,100.0,47.4,1
144,Mathematics,TEST1,20.0,15.6,1
144,Mathematics,TEST2,20.0,15.3,1
144,Mathematics,MIDTERM,50.0,33.7,1
144,Mathematics,FINAL,100.0,60.1,1
144,Engineering Fundamentals,TEST1,20.0,14.4,1
144,Engineering Fundamentals,TEST2,20.0,12.7,1
144,Engineering Fundamentals,MIDTERM,50.0,24.3,1
144,Engineering Fundamentals,FINAL,100.0,37.4,1
144,Programming,TEST1,20.0,14.4,1
144,Programming,TEST2,20.0,13.2,1
144,Programming,MIDTERM,50.0,30.6,1
144,Programming,FINAL,100.0,51.3,1
145,Engineering Fundamentals,TEST1,20.0,9.9,1
145,Engineering Fundamentals,TEST2,20.0,11.6,1
145,Engineering Fundamentals,MIDTERM,50.0,32.9,1
145,Engineering Fundamentals,FINAL,100.0,74.9,1
145,Data Structures,TEST1,20.0,8.0,1
145,Data Structures,TEST2,20.0,11.4,1
145,Data Structures,MIDTERM,50.0,28.5,1
145,Data Structures,FINAL,100.0,69.4,1
145,Electronics,TEST1,20.0,8.7,1
145,Electronics,TEST2,20.0,10.7,1
145,Electronics,MIDTERM,50.0,31.5,1
145,Electronics,FINAL,100.0,77.0,1
145,Communication Skills,TEST1,20.0,11.0,1
145,Communication Skills,TEST2,20.0,11.6,1
145,Communication Skills,MIDTERM,50.0,33.9,1
145,Communication Skills,FINAL,100.0,73.4,1
146,Programming,TEST1,20.0,15.0,1
146,Programming,TEST2,20.0,13.9,1
146,Programming,MIDTERM,50.0,37.8,1
146,Programming,FINAL,100.0,85.5,1
146,Mathematics,TEST1,20.0,15.0,1
146,Mathematics,TEST2,20.0,13.6,1
146,Mathematics,MIDTERM,50.0,35.5,1
146,Mathematics,FINAL,100.0,74.7,1
146,Electronics,TEST1,20.0,15.5,1
146,Electronics,TEST2,20.0,16.2,1
146,Electronics,MIDTERM,50.0,38.2,1
146,Electronics,FINAL,100.0,78.3,1
146,Communication Skills,TEST1,20.0,15.1,1
146,Communication Skills,TEST2,20.0,15.3,1
146,Communication Skills,MIDTERM,50.0,41.4,1
146,Communication Skills,FINAL,100.0,80.1,1
147,Electronics,TEST1,20.0,14.7,1
147,Electronics,TEST2,20.0,14.1,1
147,Electronics,MIDTERM,50.0,39.0,1
147,Electronics,FINAL,100.0,79.3,1
147,Programming,TEST1,20.0,17.6,1
147,Programming,TEST2,20.0,16.4,1
147,Programming,MIDTERM,50.0,44.3,1
147,Programming,FINAL,100.0,82.3,1
147,Engineering Fundamentals,TEST1,20.0,15.6,1
147,Engineering Fundamentals,TEST2,20.0,16.4,1
147,Engineering Fundamentals,MIDTERM,50.0,40.0,1
147,Engineering Fundamentals,FINAL,100.0,79.7,1
147,Data Structures,TEST1,20.0,15.2,1
147,Data Structures,TEST2,20.0,15.1,1
147,Data Structures,MIDTERM,50.0,41.1,1
147,Data Structures,FINAL,100.0,81.7,1
148,Electronics,TEST1,20.0,14.8,1
148,Electronics,TEST2,20.0,12.4,1
148,Electronics,MIDTERM,50.0,28.3,1
148,Electronics,FINAL,100.0,50.9,1
148,Engineering Fundamentals,TEST1,20.0,15.0,1
148,Engineering Fundamentals,TEST2,20.0,13.5,1
148,Engineering Fundamentals,MIDTERM,50.0,29.4,1
148,Engineering Fundamentals,FINAL,100.0,50.9,1
148,Mathematics,TEST1,20.0,14.6,1
148,Mathematics,TEST2,20.0,13.0,1
148,Mathematics,MIDTERM,50.0,31.9,1
148,Mathematics,FINAL,100.0,47.9,1
148,Programming,TEST1,20.0,13.8,1
148,Programming,TEST2,20.0,12.2,1
148,Programming,MIDTERM,50.0,25.8,1
148,Programming,FINAL,100.0,43.4,1
149,Communication Skills,TEST1,20.0,10.1,1
149,Communication Skills,TEST2,20.0,12.3,1
149,Communication Skills,MIDTERM,50.0,36.1,1
149,Communication Skills,FINAL,100.0,74.5,1
149,Mathematics,TEST1,20.0,11.3,1
149,Mathematics,TEST2,20.0,12.1,1
149,Mathematics,MIDTERM,50.0,37.4,1
149,Mathematics,FINAL,100.0,82.7,1
149,Electronics,TEST1,20.0,10.7,1
149,Electronics,TEST2,20.0,12.3,1
149,Electronics,MIDTERM,50.0,35.3,1
149,Electronics,FINAL,100.0,79.6,1
149,Data Structures,TEST1,20.0,9.5,1
149,Data Structures,TEST2,20.0,10.9,1
149,Data Structures,MIDTERM,50.0,35.8,1
149,Data Structures,FINAL,100.0,81.2,1
150,Engineering Fundamentals,TEST1,20.0,16.5,1
150,Engineering Fundamentals,TEST2,20.0,16.3,1
150,Engineering Fundamentals,MIDTERM,50.0,41.3,1
150,Engineering Fundamentals,FINAL,100.0,80.8,1
150,Electronics,TEST1,20.0,14.4,1
150,Electronics,TEST2,20.0,15.2,1
150,Electronics,MIDTERM,50.0,36.6,1
150,Electronics,FINAL,100.0,73.5,1
150,Programming,TEST1,20.0,15.6,1
150,Programming,TEST2,20.0,15.5,1
150,Programming,MIDTERM,50.0,38.3,1
150,Programming,FINAL,100.0,79.3,1
150,Data Structures,TEST1,20.0,14.8,1
150,Data Structures,TEST2,20.0,16.1,1
150,Data Structures,MIDTERM,50.0,38.0,1
150,Data Structures,FINAL,100.0,78.4,1
151,Mathematics,TEST1,20.0,12.3,1
151,Mathematics,TEST2,20.0,11.3,1
151,Mathematics,MIDTERM,50.0,23.4,1
151,Mathematics,FINAL,100.0,33.5,1
151,Electronics,TEST1,20.0,13.1,1
151,Electronics,TEST2,20.0,11.5,1
151,Electronics,MIDTERM,50.0,24.3,1
151,Electronics,FINAL,100.0,39.4,1
151,Engineering Fundamentals,TEST1,20.0,13.1,1
151,Engineering Fundamentals,TEST2,20.0,12.4,1
151,Engineering Fundamentals,MIDTERM,50.0,25.0,1
151,Engineering Fundamentals,FINAL,100.0,46.0,1
151,Programming,TEST1,20.0,13.6,1
151,Programming,TEST2,20.0,11.4,1
151,Programming,MIDTERM,50.0,23.7,1
151,Programming,FINAL,100.0,37.6,1
152,Data Structures,TEST1,20.0,12.7,1
152,Data Structures,TEST2,20.0,10.4,1
152,Data Structures,MIDTERM,50.0,20.3,1
152,Data Structures,FINAL,100.0,38.4,1
152,Mathematics,TEST1,20.0,12.8,1
152,Mathematics,TEST2,20.0,10.0,1
152,Mathematics,MIDTERM,50.0,20.7,1
152,Mathematics,FINAL,100.0,34.7,1
152,Engineering Fundamentals,TEST1,20.0,12.5,1
152,Engineering Fundamentals,TEST2,20.0,8.9,1
152,Engineering Fundamentals,MIDTERM,50.0,14.9,1
152,Engineering Fundamentals,FINAL,100.0,25.8,1
152,Communication Skills,TEST1,20.0,12.1,1
152,Communication Skills,TEST2,20.0,9.7,1
152,Communication Skills,MIDTERM,50.0,18.6,1
152,Communication Skills,FINAL,100.0,31.0,1
153,Programming,TEST1,20.0,16.9,1
153,Programming,TEST2,20.0,17.1,1
153,Programming,MIDTERM,50.0,43.9,1
153,Programming,FINAL,100.0,84.7,1
153,Electronics,TEST1,20.0,14.7,1
153,Electronics,TEST2,20.0,15.8,1
153,Electronics,MIDTERM,50.0,39.5,1
153,Electronics,FINAL,100.0,80.2,1
153,Communication Skills,TEST1,20.0,14.3,1
153,Communication Skills,TEST2,20.0,14.0,1
153,Communication Skills,MIDTERM,50.0,35.2,1
153,Communication Skills,FINAL,100.0,66.3,1
153,Engineering Fundamentals,TEST1,20.0,16.4,1
153,Engineering Fundamentals,TEST2,20.0,17.2,1
153,Engineering Fundamentals,MIDTERM,50.0,42.4,1
153,Engineering Fundamentals,FINAL,100.0,81.4,1
154,Mathematics,TEST1,20.0,13.6,1
154,Mathematics,TEST2,20.0,12.3,1
154,Mathematics,MIDTERM,50.0,28.3,1
154,Mathematics,FINAL,100.0,51.6,1
154,Communication Skills,TEST1,20.0,14.0,1
154,Communication Skills,TEST2,20.0,14.7,1
154,Communication Skills,MIDTERM,50.0,28.6,1
154,Communication Skills,FINAL,100.0,49.3,1
154,Engineering Fundamentals,TEST1,20.0,14.2,1
154,Engineering Fundamentals,TEST2,20.0,13.3,1
154,Engineering Fundamentals,MIDTERM,50.0,30.2,1
154,Engineering Fundamentals,FINAL,100.0,53.5,1
154,Electronics,TEST1,20.0,14.5,1
154,Electronics,TEST2,20.0,14.4,1
154,Electronics,MIDTERM,50.0,32.1,1
154,Electronics,FINAL,100.0,49.7,1
155,Engineering Fundamentals,TEST1,20.0,16.7,1
155,Engineering Fundamentals,TEST2,20.0,18.1,1
155,Engineering Fundamentals,MIDTERM,50.0,42.9,1
155,Engineering Fundamentals,FINAL,100.0,83.4,1
155,Communication Skills,TEST1,20.0,16.5,1
155,Communication Skills,TEST2,20.0,16.6,1
155,Communication Skills,MIDTERM,50.0,40.4,1
155,Communication Skills,FINAL,100.0,81.7,1
155,Programming,TEST1,20.0,16.7,1
155,Programming,TEST2,20.0,17.4,1
155,Programming,MIDTERM,50.0,39.1,1
155,Programming,FINAL,100.0,80.6,1
155,Mathematics,TEST1,20.0,14.4,1
155,Mathematics,TEST2,20.0,15.3,1
155,Mathematics,MIDTERM,50.0,36.1,1
155,Mathematics,FINAL,100.0,67.0,1
156,Engineering Fundamentals,TEST1,20.0,15.4,1
156,Engineering Fundamentals,TEST2,20.0,13.3,1
156,Engineering Fundamentals,MIDTERM,50.0,30.7,1
156,Engineering Fundamentals,FINAL,100.0,53.5,1
156,Mathematics,TEST1,20.0,14.4,1
156,Mathematics,TEST2,20.0,13.3,1
156,Mathematics,MIDTERM,50.0,28.0,1
156,Mathematics,FINAL,100.0,54.9,1
156,Data Structures,TEST1,20.0,15.6,1
156,Data Structures,TEST2,20.0,13.2,1
156,Data Structures,MIDTERM,50.0,26.9,1
156,Data Structures,FINAL,100.0,50.4,1
156,Communication Skills,TEST1,20.0,13.9,1
156,Communication Skills,TEST2,20.0,12.4,1
156,Communication Skills,MIDTERM,50.0,26.7,1
156,Communication Skills,FINAL,100.0,58.1,1
157,Engineering Fundamentals,TEST1,20.0,17.8,1
157,Engineering Fundamentals,TEST2,20.0,16.8,1
157,Engineering Fundamentals,MIDTERM,50.0,40.9,1
157,Engineering Fundamentals,FINAL,100.0,81.9,1
157,Programming,TEST1,20.0,17.8,1
157,Programming,TEST2,20.0,17.2,1
157,Programming,MIDTERM,50.0,44.1,1
157,Programming,FINAL,100.0,86.8,1
157,Communication Skills,TEST1,20.0,14.8,1
157,Communication Skills,TEST2,20.0,15.7,1
157,Communication Skills,MIDTERM,50.0,36.8,1
157,Communication Skills,FINAL,100.0,79.1,1
157,Electronics,TEST1,20.0,18.0,1
157,Electronics,TEST2,20.0,17.7,1
157,Electronics,MIDTERM,50.0,40.6,1
157,Electronics,FINAL,100.0,90.0,1
158,Electronics,TEST1,20.0,15.3,1
158,Electronics,TEST2,20.0,13.0,1
158,Electronics,MIDTERM,50.0,31.1,1
158,Electronics,FINAL,100.0,50.2,1
158,Programming,TEST1,20.0,14.8,1
158,Programming,TEST2,20.0,13.8,1
158,Programming,MIDTERM,50.0,29.9,1
158,Programming,FINAL,100.0,48.8,1
158,Communication Skills,TEST1,20.0,13.8,1
158,Communication Skills,TEST2,20.0,12.5,1
158,Communication Skills,MIDTERM,50.0,28.9,1
158,Communication Skills,FINAL,100.0,47.7,1
158,Mathematics,TEST1,20.0,15.7,1
158,Mathematics,TEST2,20.0,13.8,1
158,Mathematics,MIDTERM,50.0,28.7,1
158,Mathematics,FINAL,100.0,50.6,1
159,Engineering Fundamentals,TEST1,20.0,12.8,1
159,Engineering Fundamentals,TEST2,20.0,8.2,1
159,Engineering Fundamentals,MIDTERM,50.0,15.7,1
159,Engineering Fundamentals,FINAL,100.0,20.9,1
159,Programming,TEST1,20.0,13.1,1
159,Programming,TEST2,20.0,11.5,1
159,Programming,MIDTERM,50.0,21.3,1
159,Programming,FINAL,100.0,24.5,1
159,Data Structures,TEST1,20.0,13.4,1
159,Data Structures,TEST2,20.0,12.0,1
159,Data Structures,MIDTERM,50.0,24.8,1
159,Data Structures,FINAL,100.0,36.9,1
159,Communication Skills,TEST1,20.0,14.6,1
159,Communication Skills,TEST2,20.0,11.5,1
159,Communication Skills,MIDTERM,50.0,20.1,1
159,Communication Skills,FINAL,100.0,25.8,1
160,Data Structures,TEST1,20.0,12.8,1
160,Data Structures,TEST2,20.0,9.4,1
160,Data Structures,MIDTERM,50.0,15.5,1
160,Data Structures,FINAL,100.0,23.4,1
160,Communication Skills,TEST1,20.0,13.0,1
160,Communication Skills,TEST2,20.0,10.7,1
160,Communication Skills,MIDTERM,50.0,19.4,1
160,Communication Skills,FINAL,100.0,21.7,1
160,Engineering Fundamentals,TEST1,20.0,14.9,1
160,Engineering Fundamentals,TEST2,20.0,12.0,1
160,Engineering Fundamentals,MIDTERM,50.0,24.1,1
160,Engineering Fundamentals,FINAL,100.0,35.2,1
160,Electronics,TEST1,20.0,13.8,1
160,Electronics,TEST2,20.0,11.3,1
160,Electronics,MIDTERM,50.0,23.4,1
160,Electronics,FINAL,100.0,28.1,1
161,Mathematics,TEST1,20.0,17.6,1
161,Mathematics,TEST2,20.0,17.3,1
161,Mathematics,MIDTERM,50.0,43.2,1
161,Mathematics,FINAL,100.0,86.2,1
161,Communication Skills,TEST1,20.0,16.6,1
161,Communication Skills,TEST2,20.0,17.8,1
161,Communication Skills,MIDTERM,50.0,42.5,1
161,Communication Skills,FINAL,100.0,80.5,1
161,Electronics,TEST1,20.0,15.5,1
161,Electronics,TEST2,20.0,15.3,1
161,Electronics,MIDTERM,50.0,35.3,1
161,Electronics,FINAL,100.0,71.0,1
161,Data Structures,TEST1,20.0,15.1,1
161,Data Structures,TEST2,20.0,13.8,1
161,Data Structures,MIDTERM,50.0,35.7,1
161,Data Structures,FINAL,100.0,77.4,1
162,Communication Skills,TEST1,20.0,12.7,1
162,Communication Skills,TEST2,20.0,10.1,1
162,Communication Skills,MIDTERM,50.0,23.4,1
162,Communication Skills,FINAL,100.0,35.8,1
162,Mathematics,TEST1,20.0,12.4,1
162,Mathematics,TEST2,20.0,10.1,1
162,Mathematics,MIDTERM,50.0,17.9,1
162,Mathematics,FINAL,100.0,24.5,1
162,Programming,TEST1,20.0,13.3,1
162,Programming,TEST2,20.0,8.8,1
162,Programming,MIDTERM,50.0,18.2,1
162,Programming,FINAL,100.0,21.8,1
162,Data Structures,TEST1,20.0,12.7,1
162,Data Structures,TEST2,20.0,9.9,1
162,Data Structures,MIDTERM,50.0,19.1,1
162,Data Structures,FINAL,100.0,22.5,1
163,Programming,TEST1,20.0,18.4,1
163,Programming,TEST2,20.0,17.5,1
163,Programming,MIDTERM,50.0,44.6,1
163,Programming,FINAL,100.0,87.7,1
163,Electronics,TEST1,20.0,17.1,1
163,Electronics,TEST2,20.0,17.4,1
163,Electronics,MIDTERM,50.0,43.6,1
163,Electronics,FINAL,100.0,86.7,1
163,Engineering Fundamentals,TEST1,20.0,13.3,1
163,Engineering Fundamentals,TEST2,20.0,13.9,1
163,Engineering Fundamentals,MIDTERM,50.0,35.1,1
163,Engineering Fundamentals,FINAL,100.0,69.3,1
163,Mathematics,TEST1,20.0,17.9,1
163,Mathematics,TEST2,20.0,18.0,1
163,Mathematics,MIDTERM,50.0,41.1,1
163,Mathematics,FINAL,100.0,82.9,1
164,Data Structures,TEST1,20.0,15.2,1
164,Data Structures,TEST2,20.0,13.9,1
164,Data Structures,MIDTERM,50.0,39.8,1
164,Data Structures,FINAL,100.0,71.8,1
164,Communication Skills,TEST1,20.0,14.8,1
164,Communication Skills,TEST2,20.0,14.6,1
164,Communication Skills,MIDTERM,50.0,37.7,1
164,Communication Skills,FINAL,100.0,72.6,1
164,Electronics,TEST1,20.0,16.5,1
164,Electronics,TEST2,20.0,16.2,1
164,Electronics,MIDTERM,50.0,39.1,1
164,Electronics,FINAL,100.0,87.9,1
164,Engineering Fundamentals,TEST1,20.0,15.1,1
164,Engineering Fundamentals,TEST2,20.0,15.6,1
164,Engineering Fundamentals,MIDTERM,50.0,39.0,1
164,Engineering Fundamentals,FINAL,100.0,81.9,1
165,Mathematics,TEST1,20.0,14.5,1
165,Mathematics,TEST2,20.0,11.5,1
165,Mathematics,MIDTERM,50.0,25.0,1
165,Mathematics,FINAL,100.0,41.7,1
165,Engineering Fundamentals,TEST1,20.0,13.9,1
165,Engineering Fundamentals,TEST2,20.0,14.3,1
165,Engineering Fundamentals,MIDTERM,50.0,30.7,1
165,Engineering Fundamentals,FINAL,100.0,63.2,1
165,Communication Skills,TEST1,20.0,15.8,1
165,Communication Skills,TEST2,20.0,14.9,1
165,Communication Skills,MIDTERM,50.0,32.9,1
165,Communication Skills,FINAL,100.0,58.1,1
165,Programming,TEST1,20.0,15.4,1
165,Programming,TEST2,20.0,14.4,1
165,Programming,MIDTERM,50.0,30.8,1
165,Programming,FINAL,100.0,55.0,1
166,Programming,TEST1,20.0,9.2,1
166,Programming,TEST2,20.0,11.1,1
166,Programming,MIDTERM,50.0,33.0,1
166,Programming,FINAL,100.0,81.1,1
166,Electronics,TEST1,20.0,9.3,1
166,Electronics,TEST2,20.0,10.8,1
166,Electronics,MIDTERM,50.0,29.3,1
166,Electronics,FINAL,100.0,72.6,1
166,Data Structures,TEST1,20.0,9.2,1
166,Data Structures,TEST2,20.0,11.0,1
166,Data Structures,MIDTERM,50.0,31.2,1
166,Data Structures,FINAL,100.0,72.7,1
166,Engineering Fundamentals,TEST1,20.0,9.5,1
166,Engineering Fundamentals,TEST2,20.0,11.7,1
166,Engineering Fundamentals,MIDTERM,50.0,36.3,1
166,Engineering Fundamentals,FINAL,100.0,79.1,1
167,Electronics,TEST1,20.0,12.1,1
167,Electronics,TEST2,20.0,11.4,1
167,Electronics,MIDTERM,50.0,21.5,1
167,Electronics,FINAL,100.0,42.8,1
167,Mathematics,TEST1,20.0,13.0,1
167,Mathematics,TEST2,20.0,10.6,1
167,Mathematics,MIDTERM,50.0,20.5,1
167,Mathematics,FINAL,100.0,35.7,1
167,Communication Skills,TEST1,20.0,13.8,1
167,Communication Skills,TEST2,20.0,11.4,1
167,Communication Skills,MIDTERM,50.0,25.8,1
167,Communication Skills,FINAL,100.0,38.8,1
167,Engineering Fundamentals,TEST1,20.0,12.5,1
167,Engineering Fundamentals,TEST2,20.0,10.1,1
167,Engineering Fundamentals,MIDTERM,50.0,17.8,1
167,Engineering Fundamentals,FINAL,100.0,26.2,1
168,Electronics,TEST1,20.0,13.8,1
168,Electronics,TEST2,20.0,11.5,1
168,Electronics,MIDTERM,50.0,22.3,1
168,Electronics,FINAL,100.0,33.2,1
168,Engineering Fundamentals,TEST1,20.0,13.5,1
168,Engineering Fundamentals,TEST2,20.0,11.2,1
168,Engineering Fundamentals,MIDTERM,50.0,20.2,1
168,Engineering Fundamentals,FINAL,100.0,26.8,1
168,Data Structures,TEST1,20.0,13.7,1
168,Data Structures,TEST2,20.0,12.5,1
168,Data Structures,MIDTERM,50.0,26.2,1
168,Data Structures,FINAL,100.0,41.2,1
168,Mathematics,TEST1,20.0,12.6,1
168,Mathematics,TEST2,20.0,10.8,1
168,Mathematics,MIDTERM,50.0,14.9,1
168,Mathematics,FINAL,100.0,17.4,1
169,Mathematics,TEST1,20.0,15.6,1
169,Mathematics,TEST2,20.0,15.8,1
169,Mathematics,MIDTERM,50.0,39.3,1
169,Mathematics,FINAL,100.0,74.5,1
169,Programming,TEST1,20.0,14.2,1
169,Programming,TEST2,20.0,14.3,1
169,Programming,MIDTERM,50.0,33.9,1
169,Programming,FINAL,100.0,67.3,1
169,Electronics,TEST1,20.0,17.2,1
169,Electronics,TEST2,20.0,17.5,1
169,Electronics,MIDTERM,50.0,42.0,1
169,Electronics,FINAL,100.0,88.9,1
169,Data Structures,TEST1,20.0,14.2,1
169,Data Structures,TEST2,20.0,13.7,1
169,Data Structures,MIDTERM,50.0,33.9,1
169,Data Structures,FINAL,100.0,77.6,1
170,Electronics,TEST1,20.0,14.4,1
170,Electronics,TEST2,20.0,12.7,1
170,Electronics,MIDTERM,50.0,31.8,1
170,Electronics,FINAL,100.0,69.9,1
170,Programming,TEST1,20.0,16.5,1
170,Programming,TEST2,20.0,17.5,1
170,Programming,MIDTERM,50.0,43.2,1
170,Programming,FINAL,100.0,84.4,1
170,Engineering Fundamentals,TEST1,20.0,15.1,1
170,Engineering Fundamentals,TEST2,20.0,13.3,1
170,Engineering Fundamentals,MIDTERM,50.0,33.2,1
170,Engineering Fundamentals,FINAL,100.0,65.9,1
170,Communication Skills,TEST1,20.0,16.5,1
170,Communication Skills,TEST2,20.0,16.3,1
170,Communication Skills,MIDTERM,50.0,40.5,1
170,Communication Skills,FINAL,100.0,82.1,1
171,Electronics,TEST1,20.0,15.2,1
171,Electronics,TEST2,20.0,15.4,1
171,Electronics,MIDTERM,50.0,37.9,1
171,Electronics,FINAL,100.0,74.0,1
171,Mathematics,TEST1,20.0,15.2,1
171,Mathematics,TEST2,20.0,15.5,1
171,Mathematics,MIDTERM,50.0,36.7,1
171,Mathematics,FINAL,100.0,82.1,1
171,Communication Skills,TEST1,20.0,14.3,1
171,Communication Skills,TEST2,20.0,14.3,1
171,Communication Skills,MIDTERM,50.0,35.3,1
171,Communication Skills,FINAL,100.0,69.5,1
171,Data Structures,TEST1,20.0,17.5,1
171,Data Structures,TEST2,20.0,17.2,1
171,Data Structures,MIDTERM,50.0,41.0,1
171,Data Structures,FINAL,100.0,84.0,1
172,Mathematics,TEST1,20.0,15.6,1
172,Mathematics,TEST2,20.0,13.5,1
172,Mathematics,MIDTERM,50.0,29.6,1
172,Mathematics,FINAL,100.0,50.0,1
172,Engineering Fundamentals,TEST1,20.0,14.4,1
172,Engineering Fundamentals,TEST2,20.0,13.0,1
172,Engineering Fundamentals,MIDTERM,50.0,32.4,1
172,Engineering Fundamentals,FINAL,100.0,51.0,1
172,Data Structures,TEST1,20.0,15.3,1
172,Data Structures,TEST2,20.0,12.3,1
172,Data Structures,MIDTERM,50.0,30.4,1
172,Data Structures,FINAL,100.0,51.2,1
172,Electronics,TEST1,20.0,13.8,1
172,Electronics,TEST2,20.0,12.3,1
172,Electronics,MIDTERM,50.0,24.9,1
172,Electronics,FINAL,100.0,46.0,1
173,Electronics,TEST1,20.0,16.4,1
173,Electronics,TEST2,20.0,16.6,1
173,Electronics,MIDTERM,50.0,39.1,1
173,Electronics,FINAL,100.0,75.0,1
173,Data Structures,TEST1,20.0,15.4,1
173,Data Structures,TEST2,20.0,15.0,1
173,Data Structures,MIDTERM,50.0,37.0,1
173,Data Structures,FINAL,100.0,77.1,1
173,Engineering Fundamentals,TEST1,20.0,15.2,1
173,Engineering Fundamentals,TEST2,20.0,14.3,1
173,Engineering Fundamentals,MIDTERM,50.0,34.8,1
173,Engineering Fundamentals,FINAL,100.0,70.7,1
173,Communication Skills,TEST1,20.0,14.5,1
173,Communication Skills,TEST2,20.0,15.5,1
173,Communication Skills,MIDTERM,50.0,38.2,1
173,Communication Skills,FINAL,100.0,75.6,1
174,Communication Skills,TEST1,20.0,14.8,1
174,Communication Skills,TEST2,20.0,14.5,1
174,Communication Skills,MIDTERM,50.0,38.3,1
174,Communication Skills,FINAL,100.0,74.0,1
174,Programming,TEST1,20.0,13.5,1
174,Programming,TEST2,20.0,13.6,1
174,Programming,MIDTERM,50.0,36.5,1
174,Programming,FINAL,100.0,68.6,1
174,Data Structures,TEST1,20.0,14.9,1
174,Data Structures,TEST2,20.0,14.5,1
174,Data Structures,MIDTERM,50.0,33.8,1
174,Data Structures,FINAL,100.0,70.3,1
174,Electronics,TEST1,20.0,16.5,1
174,Electronics,TEST2,20.0,17.7,1
174,Electronics,MIDTERM,50.0,39.3,1
174,Electronics,FINAL,100.0,79.6,1
175,Communication Skills,TEST1,20.0,18.4,1
175,Communication Skills,TEST2,20.0,16.9,1
175,Communication Skills,MIDTERM,50.0,42.5,1
175,Communication Skills,FINAL,100.0,82.7,1
175,Data Structures,TEST1,20.0,17.6,1
175,Data Structures,TEST2,20.0,16.7,1
175,Data Structures,MIDTERM,50.0,40.3,1
175,Data Structures,FINAL,100.0,82.4,1
175,Engineering Fundamentals,TEST1,20.0,15.5,1
175,Engineering Fundamentals,TEST2,20.0,16.5,1
175,Engineering Fundamentals,MIDTERM,50.0,41.5,1
175,Engineering Fundamentals,FINAL,100.0,78.9,1
175,Mathematics,TEST1,20.0,15.8,1
175,Mathematics,TEST2,20.0,13.8,1
175,Mathematics,MIDTERM,50.0,37.5,1
175,Mathematics,FINAL,100.0,75.4,1
176,Electronics,TEST1,20.0,13.3,1
176,Electronics,TEST2,20.0,14.6,1
176,Electronics,MIDTERM,50.0,34.2,1
176,Electronics,FINAL,100.0,64.8,1
176,Programming,TEST1,20.0,16.4,1
176,Programming,TEST2,20.0,16.4,1
176,Programming,MIDTERM,50.0,42.6,1
176,Programming,FINAL,100.0,77.2,1
176,Mathematics,TEST1,20.0,15.5,1
176,Mathematics,TEST2,20.0,16.6,1
176,Mathematics,MIDTERM,50.0,43.4,1
176,Mathematics,FINAL,100.0,86.4,1
176,Engineering Fundamentals,TEST1,20.0,15.8,1
176,Engineering Fundamentals,TEST2,20.0,17.3,1
176,Engineering Fundamentals,MIDTERM,50.0,39.8,1
176,Engineering Fundamentals,FINAL,100.0,80.3,1
177,Engineering Fundamentals,TEST1,20.0,10.6,1
177,Engineering Fundamentals,TEST2,20.0,12.3,1
177,Engineering Fundamentals,MIDTERM,50.0,33.3,1
177,Engineering Fundamentals,FINAL,100.0,79.0,1
177,Electronics,TEST1,20.0,9.6,1
177,Electronics,TEST2,20.0,11.7,1
177,Electronics,MIDTERM,50.0,30.5,1
177,Electronics,FINAL,100.0,68.9,1
177,Data Structures,TEST1,20.0,8.0,1
177,Data Structures,TEST2,20.0,11.2,1
177,Data Structures,MIDTERM,50.0,31.2,1
177,Data Structures,FINAL,100.0,74.1,1
177,Communication Skills,TEST1,20.0,9.7,1
177,Communication Skills,TEST2,20.0,12.0,1
177,Communication Skills,MIDTERM,50.0,37.4,1
177,Communication Skills,FINAL,100.0,80.9,1
178,Communication Skills,TEST1,20.0,12.6,1
178,Communication Skills,TEST2,20.0,12.6,1
178,Communication Skills,MIDTERM,50.0,31.4,1
178,Communication Skills,FINAL,100.0,66.8,1
178,Programming,TEST1,20.0,13.8,1
178,Programming,TEST2,20.0,12.8,1
178,Programming,MIDTERM,50.0,31.4,1
178,Programming,FINAL,100.0,64.6,1
178,Electronics,TEST1,20.0,17.8,1
178,Electronics,TEST2,20.0,15.8,1
178,Electronics,MIDTERM,50.0,44.7,1
178,Electronics,FINAL,100.0,83.7,1
178,Data Structures,TEST1,20.0,17.0,1
178,Data Structures,TEST2,20.0,17.6,1
178,Data Structures,MIDTERM,50.0,39.8,1
178,Data Structures,FINAL,100.0,82.0,1
179,Communication Skills,TEST1,20.0,13.0,1
179,Communication Skills,TEST2,20.0,11.0,1
179,Communication Skills,MIDTERM,50.0,19.4,1
179,Communication Skills,FINAL,100.0,27.4,1
179,Programming,TEST1,20.0,13.0,1
179,Programming,TEST2,20.0,11.3,1
179,Programming,MIDTERM,50.0,23.2,1
179,Programming,FINAL,100.0,35.3,1
179,Engineering Fundamentals,TEST1,20.0,11.9,1
179,Engineering Fundamentals,TEST2,20.0,9.3,1
179,Engineering Fundamentals,MIDTERM,50.0,21.0,1
179,Engineering Fundamentals,FINAL,100.0,28.9,1
179,Electronics,TEST1,20.0,12.8,1
179,Electronics,TEST2,20.0,11.3,1
179,Electronics,MIDTERM,50.0,20.5,1
179,Electronics,FINAL,100.0,33.3,1
180,Mathematics,TEST1,20.0,14.3,1
180,Mathematics,TEST2,20.0,11.8,1
180,Mathematics,MIDTERM,50.0,19.7,1
180,Mathematics,FINAL,100.0,26.2,1
180,Programming,TEST1,20.0,14.7,1
180,Programming,TEST2,20.0,11.2,1
