student_id,semester,total_fee,paid_amount,due_date,status
291,8,25000.0,25000.0,2026-09-30,PAID
292,6,25000.0,25000.0,2026-09-30,PAID
292,7,25000.0,25000.0,2026-09-30,PAID
293,1,25000.0,25000.0,2026-09-30,PAID
293,2,25000.0,9617.83,2026-09-30,PARTIAL
294,2,25000.0,25000.0,2026-09-30,PAID
294,3,25000.0,25000.0,2026-09-30,PAID
295,1,25000.0,25000.0,2026-09-30,PAID
296,4,25000.0,25000.0,2026-09-30,PAID
296,5,25000.0,25000.0,2026-09-30,PAID
297,6,25000.0,7316.23,2026-09-30,PARTIAL
297,7,25000.0,0.0,2026-09-30,PENDING
298,1,25000.0,0.0,2026-09-30,PENDING
298,2,25000.0,25000.0,2026-09-30,PAID
299,2,25000.0,25000.0,2026-09-30,PAID
299,3,25000.0,25000.0,2026-09-30,PAID
300,6,25000.0,25000.0,2026-09-30,PAID
300,7,25000.0,25000.0,2026-09-30,PAID
301,1,25000.0,25000.0,2026-09-30,PAID
302,3,25000.0,7056.92,2026-09-30,PARTIAL
302,4,25000.0,25000.0,2026-09-30,PAID
303,6,25000.0,25000.0,2026-09-30,PAID
303,7,25000.0,11336.66,2026-09-30,PARTIAL
304,5,25000.0,0.0,2026-09-30,PENDING
304,6,25000.0,25000.0,2026-09-30,PAID
305,1,25000.0,25000.0,2026-09-30,PAID
306,3,25000.0,25000.0,2026-09-30,PAID
306,4,25000.0,25000.0,2026-09-30,PAID
307,6,25000.0,25000.0,2026-09-30,PAID
307,7,25000.0,25000.0,2026-09-30,PAID
308,2,25000.0,25000.0,2026-09-30,PAID
308,3,25000.0,0.0,2026-09-30,PENDING
309,7,25000.0,25000.0,2026-09-30,PAID
309,8,25000.0,25000.0,2026-09-30,PAID
310,6,25000.0,25000.0,2026-09-30,PAID
310,7,25000.0,25000.0,2026-09-30,PAID
311,2,25000.0,25000.0,2026-09-30,PAID
311,3,25000.0,25000.0,2026-09-30,PAID
312,6,25000.0,25000.0,2026-09-30,PAID
312,7,25000.0,25000.0,2026-09-30,PAID
313,2,25000.0,25000.0,2026-09-30,PAID
313,3,25000.0,25000.0,2026-09-30,PAID
314,6,25000.0,16213.57,2026-09-30,PARTIAL
314,7,25000.0,25000.0,2026-09-30,PAID
315,7,25000.0,25000.0,2026-09-30,PAID
315,8,25000.0,25000.0,2026-09-30,PAID
316,2,25000.0,25000.0,2026-09-30,PAID
316,3,25000.0,25000.0,2026-09-30,PAID
317,3,25000.0,25000.0,2026-09-30,PAID
317,4,25000.0,25000.0,2026-09-30,PAID
318,2,25000.0,25000.0,2026-09-30,PAID
318,3,25000.0,16105.37,2026-09-30,PARTIAL
319,3,25000.0,25000.0,2026-09-30,PAID
319,4,25000.0,25000.0,2026-09-30,PAID
320,4,25000.0,13318.52,2026-09-30,PARTIAL
320,5,25000.0,0.0,2026-09-30,PENDING
321,1,25000.0,25000.0,2026-09-30,PAID
321,2,25000.0,25000.0,2026-09-30,PAID
322,4,25000.0,25000.0,2026-09-30,PAID
322,5,25000.0,25000.0,2026-09-30,PAID
323,7,25000.0,25000.0,2026-09-30,PAID
323,8,25000.0,25000.0,2026-09-30,PAID
324,7,25000.0,25000.0,2026-09-30,PAID
324,8,25000.0,25000.0,2026-09-30,PAID
325,3,25000.0,25000.0,2026-09-30,PAID
325,4,25000.0,25000.0,2026-09-30,PAID
326,7,25000.0,25000.0,2026-09-30,PAID
326,8,25000.0,25000.0,2026-09-30,PAID
327,5,25000.0,6506.84,2026-09-30,PARTIAL
327,6,25000.0,25000.0,2026-09-30,PAID
328,2,25000.0,25000.0,2026-09-30,PAID
328,3,25000.0,25000.0,2026-09-30,PAID
329,3,25000.0,14265.93,2026-09-30,PARTIAL
329,4,25000.0,25000.0,2026-09-30,PAID
330,4,25000.0,25000.0,2026-09-30,PAID
330,5,25000.0,25000.0,2026-09-30,PAID
331,7,25000.0,25000.0,2026-09-30,PAID
331,8,25000.0,25000.0,2026-09-30,PAID
332,1,25000.0,25000.0,2026-09-30,PAID
333,6,25000.0,5500.19,2026-09-30,PARTIAL
333,7,25000.0,25000.0,2026-09-30,PAID
334,1,25000.0,9977.82,2026-09-30,PARTIAL
334,2,25000.0,25000.0,2026-09-30,PAID
335,6,25000.0,25000.0,2026-09-30,PAID
335,7,25000.0,25000.0,2026-09-30,PAID
336,7,25000.0,25000.0,2026-09-30,PAID
336,8,25000.0,25000.0,2026-09-30,PAID
337,1,25000.0,25000.0,2026-09-30,PAID
338,1,25000.0,25000.0,2026-09-30,PAID
338,2,25000.0,25000.0,2026-09-30,PAID
339,4,25000.0,25000.0,2026-09-30,PAID
339,5,25000.0,25000.0,2026-09-30,PAID
340,1,25000.0,0.0,2026-09-30,PENDING
340,2,25000.0,7908.83,2026-09-30,PARTIAL
341,6,25000.0,25000.0,2026-09-30,PAID
341,7,25000.0,25000.0,2026-09-30,PAID
342,5,25000.0,16283.7,2026-09-30,PARTIAL
342,6,25000.0,0.0,2026-09-30,PENDING
343,1,25000.0,0.0,2026-09-30,PENDING
344,3,25000.0,0.0,2026-09-30,PENDING
344,4,25000.0,25000.0,2026-09-30,PAID
345,5,25000.0,25000.0,2026-09-30,PAID
345,6,25000.0,25000.0,2026-09-30,PAID
346,1,25000.0,25000.0,2026-09-30,PAID
346,2,25000.0,25000.0,2026-09-30,PAID
347,4,25000.0,0.0,2026-09-30,PENDING
347,5,25000.0,15853.93,2026-09-30,PARTIAL
348,4,25000.0,7721.72,2026-09-30,PARTIAL
348,5,25000.0,25000.0,2026-09-30,PAID
349,1,25000.0,12207.32,2026-09-30,PARTIAL
350,1,25000.0,11654.27,2026-09-30,PARTIAL
350,2,25000.0,25000.0,2026-09-30,PAID
351,1,25000.0,25000.0,2026-09-30,PAID
352,7,25000.0,25000.0,2026-09-30,PAID
352,8,25000.0,25000.0,2026-09-30,PAID
353,3,25000.0,13030.71,2026-09-30,PARTIAL
353,4,25000.0,25000.0,2026-09-30,PAID
354,2,25000.0,25000.0,2026-09-30,PAID
354,3,25000.0,25000.0,2026-09-30,PAID
355,1,25000.0,25000.0,2026-09-30,PAID
356,4,25000.0,25000.0,2026-09-30,PAID
356,5,25000.0,25000.0,2026-09-30,PAID
357,7,25000.0,17068.77,2026-09-30,PARTIAL
357,8,25000.0,25000.0,2026-09-30,PAID
358,2,25000.0,25000.0,2026-09-30,PAID
358,3,25000.0,0.0,2026-09-30,PENDING
359,1,25000.0,25000.0,2026-09-30,PAID
359,2,25000.0,25000.0,2026-09-30,PAID
360,6,25000.0,25000.0,2026-09-30,PAID
360,7,25000.0,25000.0,2026-09-30,PAID
361,3,25000.0,12286.94,2026-09-30,PARTIAL
361,4,25000.0,7472.52,2026-09-30,PARTIAL
362,2,25000.0,25000.0,2026-09-30,PAID
362,3,25000.0,25000.0,2026-09-30,PAID
363,2,25000.0,25000.0,2026-09-30,PAID
363,3,25000.0,25000.0,2026-09-30,PAID
364,5,25000.0,25000.0,2026-09-30,PAID
364,6,25000.0,25000.0,2026-09-30,PAID
365,6,25000.0,25000.0,2026-09-30,PAID
365,7,25000.0,25000.0,2026-09-30,PAID
366,2,25000.0,25000.0,2026-09-30,PAID
366,3,25000.0,25000.0,2026-09-30,PAID
367,6,25000.0,25000.0,2026-09-30,PAID
367,7,25000.0,25000.0,2026-09-30,PAID
368,7,25000.0,25000.0,2026-09-30,PAID
368,8,25000.0,25000.0,2026-09-30,PAID
369,5,25000.0,25000.0,2026-09-30,PAID
369,6,25000.0,25000.0,2026-09-30,PAID
370,6,25000.0,25000.0,2026-09-30,PAID
370,7,25000.0,25000.0,2026-09-30,PAID
371,3,25000.0,25000.0,2026-09-30,PAID
371,4,25000.0,25000.0,2026-09-30,PAID
372,4,25000.0,25000.0,2026-09-30,PAID
372,5,25000.0,25000.0,2026-09-30,PAID
373,7,25000.0,25000.0,2026-09-30,PAID
373,8,25000.0,25000.0,2026-09-30,PAID
374,2,25000.0,25000.0,2026-09-30,PAID
374,3,25000.0,25000.0,2026-09-30,PAID
375,7,25000.0,25000.0,2026-09-30,PAID
375,8,25000.0,25000.0,2026-09-30,PAID
376,5,25000.0,25000.0,2026-09-30,PAID
376,6,25000.0,25000.0,2026-09-30,PAID
377,1,25000.0,13568.4,2026-09-30,PARTIAL
377,2,25000.0,5726.7,2026-09-30,PARTIAL
378,7,25000.0,25000.0,2026-09-30,PAID
378,8,25000.0,25000.0,2026-09-30,PAID
379,4,25000.0,25000.0,2026-09-30,PAID
379,5,25000.0,25000.0,2026-09-30,PAID
380,5,25000.0,25000.0,2026-09-30,PAID
380,6,25000.0,25000.0,2026-09-30,PAID
381,6,25000.0,25000.0,2026-09-30,PAID
381,7,25000.0,0.0,2026-09-30,PENDING
382,4,25000.0,10394.06,2026-09-30,PARTIAL
382,5,25000.0,25000.0,2026-09-30,PAID
383,1,25000.0,25000.0,2026-09-30,PAID
384,4,25000.0,10531.38,2026-09-30,PARTIAL
384,5,25000.0,25000.0,2026-09-30,PAID
385,6,25000.0,25000.0,2026-09-30,PAID
385,7,25000.0,25000.0,2026-09-30,PAID
386,4,25000.0,25000.0,2026-09-30,PAID
386,5,25000.0,25000.0,2026-09-30,PAID
387,5,25000.0,25000.0,2026-09-30,PAID
387,6,25000.0,25000.0,2026-09-30,PAID
388,6,25000.0,10430.88,2026-09-30,PARTIAL
388,7,25000.0,5988.42,2026-09-30,PARTIAL
389,7,25000.0,25000.0,2026-09-30,PAID
389,8,25000.0,25000.0,2026-09-30,PAID
390,4,25000.0,25000.0,2026-09-30,PAID
390,5,25000.0,25000.0,2026-09-30,PAID
391,4,25000.0,25000.0,2026-09-30,PAID
391,5,25000.0,25000.0,2026-09-30,PAID
392,1,25000.0,25000.0,2026-09-30,PAID
393,3,25000.0,25000.0,2026-09-30,PAID
393,4,25000.0,25000.0,2026-09-30,PAID
394,1,25000.0,13614.1,2026-09-30,PARTIAL
394,2,25000.0,25000.0,2026-09-30,PAID
395,1,25000.0,25000.0,2026-09-30,PAID
396,3,25000.0,10300.7,2026-09-30,PARTIAL
396,4,25000.0,25000.0,2026-09-30,PAID
397,1,25000.0,25000.0,2026-09-30,PAID
398,5,25000.0,25000.0,2026-09-30,PAID
398,6,25000.0,25000.0,2026-09-30,PAID
399,5,25000.0,25000.0,2026-09-30,PAID
399,6,25000.0,25000.0,2026-09-30,PAID
400,2,25000.0,25000.0,2026-09-30,PAID
400,3,25000.0,25000.0,2026-09-30,PAID
401,5,25000.0,25000.0,2026-09-30,PAID
401,6,25000.0,25000.0,2026-09-30,PAID
402,4,25000.0,25000.0,2026-09-30,PAID
402,5,25000.0,25000.0,2026-09-30,PAID
403,4,25000.0,0.0,2026-09-30,PENDING
403,5,25000.0,0.0,2026-09-30,PENDING
404,4,25000.0,25000.0,2026-09-30,PAID
404,5,25000.0,25000.0,2026-09-30,PAID
405,1,25000.0,13575.45,2026-09-30,PARTIAL
405,2,25000.0,9086.5,2026-09-30,PARTIAL
406,1,25000.0,25000.0,2026-09-30,PAID
407,2,25000.0,25000.0,2026-09-30,PAID
407,3,25000.0,17661.97,2026-09-30,PARTIAL
408,6,25000.0,25000.0,2026-09-30,PAID
408,7,25000.0,25000.0,2026-09-30,PAID
409,2,25000.0,25000.0,2026-09-30,PAID
409,3,25000.0,25000.0,2026-09-30,PAID
410,5,25000.0,13517.47,2026-09-30,PARTIAL
410,6,25000.0,16579.83,2026-09-30,PARTIAL
411,1,25000.0,25000.0,2026-09-30,PAID
411,2,25000.0,25000.0,2026-09-30,PAID
412,6,25000.0,12670.35,2026-09-30,PARTIAL
412,7,25000.0,25000.0,2026-09-30,PAID
413,2,25000.0,25000.0,2026-09-30,PAID
413,3,25000.0,25000.0,2026-09-30,PAID
414,6,25000.0,25000.0,2026-09-30,PAID
414,7,25000.0,25000.0,2026-09-30,PAID
415,3,25000.0,25000.0,2026-09-30,PAID
415,4,25000.0,25000.0,2026-09-30,PAID
416,1,25000.0,25000.0,2026-09-30,PAID
417,6,25000.0,25000.0,2026-09-30,PAID
417,7,25000.0,25000.0,2026-09-30,PAID
418,1,25000.0,0.0,2026-09-30,PENDING
418,2,25000.0,25000.0,2026-09-30,PAID
419,3,25000.0,25000.0,2026-09-30,PAID
419,4,25000.0,25000.0,2026-09-30,PAID
420,1,25000.0,25000.0,2026-09-30,PAID
420,2,25000.0,25000.0,2026-09-30,PAID
421,1,25000.0,0.0,2026-09-30,PENDING
421,2,25000.0,0.0,2026-09-30,PENDING
422,6,25000.0,25000.0,2026-09-30,PAID
422,7,25000.0,25000.0,2026-09-30,PAID
423,6,25000.0,25000.0,2026-09-30,PAID
423,7,25000.0,25000.0,2026-09-30,PAID
424,5,25000.0,25000.0,2026-09-30,PAID
424,6,25000.0,25000.0,2026-09-30,PAID
425,7,25000.0,25000.0,2026-09-30,PAID
425,8,25000.0,7345.48,2026-09-30,PARTIAL
426,6,25000.0,5787.45,2026-09-30,PARTIAL
426,7,25000.0,25000.0,2026-09-30,PAID
427,3,25000.0,25000.0,2026-09-30,PAID
427,4,25000.0,25000.0,2026-09-30,PAID
428,4,25000.0,25000.0,2026-09-30,PAID
428,5,25000.0,16860.74,2026-09-30,PARTIAL
429,3,25000.0,25000.0,2026-09-30,PAID
429,4,25000.0,25000.0,2026-09-30,PAID
430,5,25000.0,25000.0,2026-09-30,PAID
430,6,25000.0,25000.0,2026-09-30,PAID
431,1,25000.0,17615.8,2026-09-30,PARTIAL
431,2,25000.0,14707.27,2026-09-30,PARTIAL
432,6,25000.0,25000.0,2026-09-30,PAID
432,7,25000.0,25000.0,2026-09-30,PAID
433,7,25000.0,25000.0,2026-09-30,PAID
433,8,25000.0,25000.0,2026-09-30,PAID
434,5,25000.0,25000.0,2026-09-30,PAID
434,6,25000.0,13304.79,2026-09-30,PARTIAL
435,7,25000.0,25000.0,2026-09-30,PAID
435,8,25000.0,25000.0,2026-09-30,PAID
436,4,25000.0,25000.0,2026-09-30,PAID
436,5,25000.0,25000.0,2026-09-30,PAID
437,1,25000.0,25000.0,2026-09-30,PAID
437,2,25000.0,25000.0,2026-09-30,PAID
438,6,25000.0,17484.95,2026-09-30,PARTIAL
438,7,25000.0,0.0,2026-09-30,PENDING
439,5,25000.0,25000.0,2026-09-30,PAID
439,6,25000.0,25000.0,2026-09-30,PAID
440,1,25000.0,25000.0,2026-09-30,PAID
440,2,25000.0,25000.0,2026-09-30,PAID
441,7,25000.0,25000.0,2026-09-30,PAID
441,8,25000.0,25000.0,2026-09-30,PAID
442,7,25000.0,25000.0,2026-09-30,PAID
442,8,25000.0,25000.0,2026-09-30,PAID
443,2,25000.0,25000.0,2026-09-30,PAID
443,3,25000.0,0.0,2026-09-30,PENDING
444,1,25000.0,25000.0,2026-09-30,PAID
445,2,25000.0,25000.0,2026-09-30,PAID
445,3,25000.0,25000.0,2026-09-30,PAID
446,4,25000.0,25000.0,2026-09-30,PAID
446,5,25000.0,25000.0,2026-09-30,PAID
447,1,25000.0,25000.0,2026-09-30,PAID
447,2,25000.0,12457.05,2026-09-30,PARTIAL
448,2,25000.0,0.0,2026-09-30,PENDING
448,3,25000.0,25000.0,2026-09-30,PAID
449,1,25000.0,25000.0,2026-09-30,PAID
449,2,25000.0,25000.0,2026-09-30,PAID
450,6,25000.0,25000.0,2026-09-30,PAID
450,7,25000.0,25000.0,2026-09-30,PAID
451,5,25000.0,25000.0,2026-09-30,PAID
451,6,25000.0,25000.0,2026-09-30,PAID
452,1,25000.0,13299.28,2026-09-30,PARTIAL
452,2,25000.0,25000.0,2026-09-30,PAID
453,3,25000.0,9285.53,2026-09-30,PARTIAL
453,4,25000.0,25000.0,2026-09-30,PAID
454,5,25000.0,25000.0,2026-09-30,PAID
454,6,25000.0,25000.0,2026-09-30,PAID
455,3,25000.0,6031.15,2026-09-30,PARTIAL
455,4,25000.0,25000.0,2026-09-30,PAID
456,1,25000.0,25000.0,2026-09-30,PAID
457,6,25000.0,9441.77,2026-09-30,PARTIAL
457,7,25000.0,0.0,2026-09-30,PENDING
458,1,25000.0,25000.0,2026-09-30,PAID
458,2,25000.0,25000.0,2026-09-30,PAID
459,3,25000.0,13127.51,2026-09-30,PARTIAL
459,4,25000.0,25000.0,2026-09-30,PAID
460,1,25000.0,0.0,2026-09-30,PENDING
460,2,25000.0,17536.89,2026-09-30,PARTIAL
461,2,25000.0,25000.0,2026-09-30,PAID
461,3,25000.0,25000.0,2026-09-30,PAID
462,2,25000.0,25000.0,2026-09-30,PAID
462,3,25000.0,16580.77,2026-09-30,PARTIAL
463,3,25000.0,0.0,2026-09-30,PENDING
463,4,25000.0,9997.3,2026-09-30,PARTIAL
464,5,25000.0,25000.0,2026-09-30,PAID
464,6,25000.0,25000.0,2026-09-30,PAID
465,1,25000.0,25000.0,2026-09-30,PAID
465,2,25000.0,25000.0,2026-09-30,PAID
466,1,25000.0,10864.05,2026-09-30,PARTIAL
466,2,25000.0,25000.0,2026-09-30,PAID
467,6,25000.0,25000.0,2026-09-30,PAID
467,7,25000.0,25000.0,2026-09-30,PAID
468,4,25000.0,9417.89,2026-09-30,PARTIAL
468,5,25000.0,9861.22,2026-09-30,PARTIAL
469,2,25000.0,25000.0,2026-09-30,PAID
469,3,25000.0,25000.0,2026-09-30,PAID
470,4,25000.0,25000.0,2026-09-30,PAID
470,5,25000.0,6846.22,2026-09-30,PARTIAL
471,7,25000.0,25000.0,2026-09-30,PAID
471,8,25000.0,25000.0,2026-09-30,PAID
472,1,25000.0,25000.0,2026-09-30,PAID
473,5,25000.0,25000.0,2026-09-30,PAID
473,6,25000.0,25000.0,2026-09-30,PAID
474,4,25000.0,25000.0,2026-09-30,PAID
474,5,25000.0,25000.0,2026-09-30,PAID
475,1,25000.0,25000.0,2026-09-30,PAID
475,2,25000.0,25000.0,2026-09-30,PAID
476,4,25000.0,25000.0,2026-09-30,PAID
476,5,25000.0,25000.0,2026-09-30,PAID
477,6,25000.0,25000.0,2026-09-30,PAID
477,7,25000.0,25000.0,2026-09-30,PAID
478,6,25000.0,25000.0,2026-09-30,PAID
478,7,25000.0,25000.0,2026-09-30,PAID
479,4,25000.0,25000.0,2026-09-30,PAID
479,5,25000.0,25000.0,2026-09-30,PAID
480,3,25000.0,25000.0,2026-09-30,PAID
480,4,25000.0,25000.0,2026-09-30,PAID
481,7,25000.0,25000.0,2026-09-30,PAID
481,8,25000.0,25000.0,2026-09-30,PAID
482,2,25000.0,25000.0,2026-09-30,PAID
482,3,25000.0,25000.0,2026-09-30,PAID
483,7,25000.0,25000.0,2026-09-30,PAID
483,8,25000.0,25000.0,2026-09-30,PAID
484,4,25000.0,25000.0,2026-09-30,PAID
484,5,25000.0,25000.0,2026-09-30,PAID
485,6,25000.0,25000.0,2026-09-30,PAID
485,7,25000.0,25000.0,2026-09-30,PAID
486,3,25000.0,25000.0,2026-09-30,PAID
486,4,25000.0,25000.0,2026-09-30,PAID
487,6,25000.0,25000.0,2026-09-30,PAID
487,7,25000.0,25000.0,2026-09-30,PAID
488,2,25000.0,25000.0,2026-09-30,PAID
488,3,25000.0,25000.0,2026-09-30,PAID
489,1,25000.0,10423.5,2026-09-30,PARTIAL
490,2,25000.0,25000.0,2026-09-30,PAID
490,3,25000.0,25000.0,2026-09-30,PAID
491,1,25000.0,25000.0,2026-09-30,PAID
492,6,25000.0,25000.0,2026-09-30,PAID
492,7,25000.0,25000.0,2026-09-30,PAID
493,7,25000.0,13580.79,2026-09-30,PARTIAL
493,8,25000.0,25000.0,2026-09-30,PAID
494,4,25000.0,25000.0,2026-09-30,PAID
494,5,25000.0,25000.0,2026-09-30,PAID
495,5,25000.0,10345.93,2026-09-30,PARTIAL
495,6,25000.0,8562.69,2026-09-30,PARTIAL
496,4,25000.0,16786.99,2026-09-30,PARTIAL
496,5,25000.0,0.0,2026-09-30,PENDING
497,1,25000.0,25000.0,2026-09-30,PAID
497,2,25000.0,25000.0,2026-09-30,PAID
498,2,25000.0,25000.0,2026-09-30,PAID
498,3,25000.0,25000.0,2026-09-30,PAID
499,5,25000.0,25000.0,2026-09-30,PAID
499,6,25000.0,25000.0,2026-09-30,PAID
500,1,25000.0,25000.0,2026-09-30,PAID
